pid,user,amount
13,0x2fdae8f8c93c00a010d2ef401ab9a17889c293af,31723392
13,0x827e71b1fec3a37114b7c62db6401d962247b876,211489281
13,0xe5d5245dce768ef43f1c5fa9c96b7e1520d96dc8,211489281
13,0xfa62840318b63b751fc2ffaf5055c6aa94c7a96d,211489281
13,0xba050b96b369d66a7c506e4e13831b861c15208d,97179192
13,0x80d082852bb1e1fdca41130afcb0469b6b8a66b3,127105058
13,0xb79ee378170813fef1e123dbbe9555d131bdb72f,211489281
13,0x6a74d88d6b009a26f801bea483248b0318e3c7af,16042234
13,0x5595c66580a6c7c3a4c52c444174679ff3384e9f,62233381
13,0xf0ea58b65c82c48ce69f0abd68d178e7764c4ba2,211489281
13,0x06b75101418151a6adae4154251eb4aa2a7b7943,211489281
13,0x7d95d724c44675526383ef0c69b2745e251fd58b,57207943
13,0xaa051e49767e1e899574e3ebcaaed237f2f67a0a,197749846
13,0x6cc86c6eef8ddd9818003120e7e7a46900ed9e32,198196212
13,0x5be798bf258ac5319e74428a66e635df491de2b2,211489281
13,0xa0106f7191d81a31faf101a993d60e60bc0b086a,211489281
13,0x1609bc551b38eefe1738bce85ecd46797082709a,211489281
13,0x61e5776b24e2e2db07d2ac729a39ed70f96a9b7c,198665272
13,0x9bd99c41c4dcc607b03fee4db6a4c4114d605680,69368484
13,0xc6d1849af21de257fdfa67271d64529d5cd01881,187273759
13,0xa6e96dbb6b7d2c12062e70d3dec87c4fe23f961f,64738930
13,0xd409769a2430cf7801499a732cef76bd28cdff4e,211489281
13,0x196a37946c3d93e9a5309f539ae28b774a32411f,203088214
13,0x00f9d3006853d08d6a161bfac109a02493aae8d6,194651117
13,0xabda4d7ebbc2b1fc1195b55a619ac752983bfb6b,211489281
13,0x2ae42274c4e0a45b39c3934cfcc83a66776afc0b,168462976
13,0x1076c2cfb8d1f3aa5bf050d8c0d6d128175bfeee,190023119
13,0x2f866300cdbe379df062cf499b3d6ba6644d7d25,211489281
13,0x9cb0e2afa1d32a4f077bc94e412d595dba6ebb71,211489281
13,0x9e5a44f6984d9b90a04deab5d24630b9b502cc56,126893569
13,0x679db7d89e3c6c5873a6272c58a26f98229b3a38,93540165
13,0xa12d205d2b2aef73089ec2b8bd700789489742c4,158616961
13,0x5e8e7a1e4b919c4548085bc8e6a3e8ac254f14a9,201905575
13,0x75afa0148a5330c0d54a63a2388fb4aefb36b540,205041708
13,0x36cc35145dbea5a020ddde8c37818996c0f3480c,211489281
13,0xa0a17f5d92f4b250d463cf5a16549fe6371f6db6,36546437
13,0x8fc87c199203332c1cc43430b9fad2b1868e44d0,39442751
13,0x391fed3582e2cbb40a3c6eb45a8cd34e3b01c360,196045821
13,0xa70e458d902972c789d96590ac71ef901abc5cac,211489281
13,0x3f4bc2b26afb83fce73c02305c8e142df72a09ee,209421329
13,0x345fa4f148bfdca72ad3590f7986c537e8067ea3,109516684
13,0xfbcb47a10c5e5bebebe77f5ad0309929bbfdc439,211489281
13,0x2e771628e765c04a06252801177332d078a19a21,95147932
13,0x092cda2230d41979999fdd210af1b73a7da46ce4,211489281
13,0x41c5cf425ea8a9ba6a5fa6aba8f318e10ced9c97,138305969
13,0xa5205eccba8cbb04db80d81be66be1a0785fdb82,211489281
13,0xde6b8d52b54ec08f56e02679149dfc240561d4f7,211489281
13,0xf0f225e01cf084d3c246ad595ab60d0d4f5b4c78,105810177
13,0x01368f7aa6f1ad5d0ce99b0f37e994e874f630b4,109652589
13,0x0267940d1897b150ac9601ef00d0e38a5fda3011,211489281
13,0x8b3d56203fa0a3dc96d98bbc33c1dc27a5e08a9e,211489281
13,0xa73018c8c64d8b58f692da632255c8ac907c8d58,211489281
13,0xd7464f6283d4be6d86e75f7ee9ae3240bbd18be0,85000554
13,0x266d8e3b85dd66758854e4e2ae27c4a161236828,211489281
13,0x216b1e8dadad6bbdcf14ff837cdfa9227110cc50,2737555
13,0x61f4e0111ca69a2547b56ce9e6a93d38b02175d3,54822276
13,0x8bc0fc5b31fa30266a3dd81753be66ee4b62a7f9,52872320
13,0xc825c4ed0ce2607939a201f12b591f015d634090,202476015
13,0x3513237adec5bdcfedea412649e56eb03ed2de9c,54646615
13,0x5220c12a5a1ad95753d0785588ea0e6ea4ab4fdb,211489281
13,0xdb71a18336e01ac76fd93b15ed89a720cb8c0734,211489281
13,0x0424e057c2d0bc7e58c75975aaf38bf1e598cd49,77662335
13,0xa6c3997cc5a1dbfe6e72074424c2c0088286c71e,105107744
13,0x18d8032f7c11663068d36ca79954b9e28d653ca3,211489281
13,0xb1ac9db0d6a1ec291f427ad03fc3b632e1e93a56,40080991
13,0x912989437d9c15ffccb94c0290e286499c06d351,112434121
13,0x6ecc30b98c86259b4eaeb64c82784a7972fb40b8,105784137
13,0x95fcdfb381d13e1663ec0efa5b64cca851d34550,44376768
13,0x9501a7fa84e2af47d1d819e61bd74f19fd76184a,211489281
13,0x8888888888e9997e64793849389a8faf5e8e547c,163312908
13,0xd598e2906913ac80ffde233772f56cf26ed90d55,211489281
13,0x93977a0417ac82e73d7f32067b07334d80931607,197188722
13,0x681b683ccefcff1ec8ecae609b01ed5233d4a679,211489281
13,0xf2c8a4fcc34c40f0289945610e38e9167ae41fea,31723392
13,0x6ec04cbe2f8e192d8df0bcf94afb58a4094f7c91,211489281
13,0x23447abbe6027c3848448a8ff28d1ecb8c0dc9d5,38455238
13,0xe98b5e19049a7a0672cba377d1940cede2fecc25,76645175
13,0x42d2ba5d094964b5db944ed7f64e6ed8d6743112,109593483
13,0xbd848387557de7d127a19b735cdd6b9be46f6a35,95377804
13,0xc6f1d794d9a07267d1adfbff69caabba4bb11f51,211489281
13,0xb253b4c559452070d76569840d51dfc7c3075be5,66130041
13,0x4ae50051b8dc10d8501041e2eea93341db29b52c,46387971
13,0x88fda4bdad0a692f28bee009d3a67005e9411931,158616961
13,0xf43569639e64ee99eae08d9e848ac294489297fe,141697818
13,0x65c1425bf0067d3855b72da10b2040c2e4942675,105833282
13,0x1533e20c4a9acd54ba03f027f2ab7b28ceba7b97,211489281
13,0x3a1711bce829e721c83a20dd05dee70b8a4bb644,64862088
13,0xf6c15b384b640e5ac718c2da1fc6d4cc6be063a0,211489281
13,0x8fc44fec6d78a474bda0d74ab3c31b4498761c8c,90953923
13,0x814ab4c6e7d8afee9873855141995d00a4588e2a,73399970
13,0x035c2e014257d40692fd3a65c74915096162432c,211489281
13,0xc7811fac3b4519132769ceebb15a7ffe40e097ec,211489281
13,0x699aac4b3311ee327782a7c720f2a5b5c132daa5,211489281
13,0x6e312cf46084f5fc30b8e9c88c3d07408dd63020,23198023
13,0xd554ff20b3716fde0bb9b334cded4d7c04e5e47d,63676515
13,0x7000ac1fbeb346692878cec9e3823cff0d782b72,163271093
13,0x83faad862fb2cd3aa828f7a795f3f559df0badd4,64322528
13,0x5ae36d7acd459302876b2d1c312d5c2b0507b794,211489281
13,0xebc93e5bd55487cf76343e1efb9a1f846a10f8c2,72468043
13,0x0221c3cdb3dc4ffddb0564227d205b7f0cbac1cf,93609461
13,0x3e376cb42215e1dfb04af1f2e4685f175f33a2f8,52931537
13,0x71e5d30de03720dd8fbe09cc0464792a8ae8aa2b,56667920
13,0xb9f831f19f94f09709cf75c757e5bd7a9a812819,105774581
13,0xad4489f64a8be791294116d3e99d2721c7f0a72a,99758429
13,0x498d0c1c491d7b90fa4cc280a0fd27ff58225bca,211489281
13,0xe356fe28b7b6b015a3b2bb4419dbdf2777d7420b,211489281
13,0xa919538ceab5c64608945865835dbc10540feb1d,211489281
13,0x32f15512417160a2bcf2b188bc52759e710bb701,125165992
13,0x11a8a0335bdd466efc827301abf20f9869f55253,31796044
13,0x7d0d0e6c6b57a116429ab14d08303e8f71b452f4,211489281
13,0x0df2763078b4b5c714e0edf86fa33bc71127180f,211489281
13,0xa40566f0e9f919c64f91d0288e9587f6b30bb0bf,32751812
13,0x85ebf7c083a5d1bc219a295a8d13e03695220cd4,63446784
13,0x64b384e47d67b62d981aee727018e765a8540072,175904337
13,0x53bd5851bff3ea8cb43d334716337f350d2e5ef6,211489281
13,0x81389bf2b1fcda287b090119ea3cc706a16b6c36,87049729
13,0x64875ad06c639d18d33a30b0fef2119fdd615bf9,105761054
13,0xa22b8b110076a99932b6a5f4555b79b94c1bc922,97605077
13,0xce58e2e708f1118715e3028b7f220f07ca84b48d,211489281
13,0xd4165d98b0900c5c00f6be7506e18bf423de2ec8,211489281
13,0x0c285904db116616da9d1251ccb6e437b25eea30,63312335
13,0x6cef300f232ed696bdec38b22d58acea691ce5b9,211489281
13,0x28788ca3f834b890e45b3d0fb9135f8b1f6bec3b,125829248
13,0xdd98051c107f8d3e92d2f588d2cb748efb27fa3a,126927264
13,0x1cc6c272b28e91e5cd6f9d2629b20bbd3279a84d,211489281
13,0x814dcd4f54a8f2e5ec50fe4de860fb3274632572,89676138
13,0xba3608c9903d92d24d3d7aa856a5744f3cabafed,92421055
13,0x66648e1009590fc266f79ff100eee8d572b39a69,36619101
13,0x3238934316238ebbda1ffb229ec9a37bf66c5564,67565024
13,0x3796b96c3807d0469db00638e405f8d469d0b76d,211489281
13,0x7f950844fbce3e5c70ba16b012706605f353e0d0,211489281
13,0x984c5d268b220784e87fbe8edbb5c6b9f7ba9fc4,210925439
13,0x5bef45489a03462d199612c5cd992f114f398ea8,87743083
13,0x126b9e299553ef3e4acf92b85bd5c34d539d6ec1,31732686
13,0xca80a9374ce92a33b3251ef074cc03e1075dd017,53743592
13,0x0d018c40229202ccb746ef41d94d64f86ef6bac1,107259318
13,0x9c704df9eb81ef45f1da2699bd114febcb64c29a,199000426
13,0x8cbe077015b0eeb29f89746e2dd43eb38faf070a,20725154
13,0x070c8eba534900e54d74b215d1dc54d8b05514be,187798752
13,0x14d316262d575e7074491a5e95e69c1fee3e65c2,211489281
13,0x227ae1d320b68ef0228f67178c9ec6a6b263bf57,101098330
13,0x1a1d8a4da8d4c67e13c7ab22ea403ba747943cd4,211489281
13,0x7eec1992852d626b843a256ee692015af346fd6d,159877437
13,0x461e76a4fe9f27605d4097a646837c32f1ccc31c,211489281
13,0x0b2677f1db50a327a72e8dc7c748886ecd90870f,107357835
13,0x357401e7b6cce28b01d3ecd900bdf5ef168aca19,211489281
13,0xeda39af25b25f179bed410ecc6d33060952b7db3,211489281
13,0x8ee8bec88c2e2b6d1c464f856f90ea9ea5dba947,129402557
13,0x88370ae069b0fc8e0bca44305bf3a0d6ab56919f,211489281
13,0x96663d1bbe0ca6765d71e220b2792b125ab98561,36297928
13,0x46683e62d890e8b4e49c7260ecc31eae60b416ec,54837861
13,0xfd7d1b7d8644f32b57c2736c9557240dd5e05475,53431863
13,0x4978d237b4c6e33ff8c6a3e24710fef0cee45f87,105953363
13,0xa3763dfde8c5f5f46cb53c179a394341588425e6,148448745
13,0xfcb7a036336ef64288966d7c59ea4461223f00c2,211489281
13,0x7a9e2a02d8b060a0f614afec961feacb9dc24384,211489281
13,0xae1ff4f54d1c97f432ce20c87a1d5d7ede320c9b,144680019
13,0xf8f2b20a1ecbf962627b21b539c12b9463abf29c,69921271
13,0xff3e90207c76c835d0f69cadf684a2989ab81071,84753734
13,0x34dc8eebb875219b7f1971d3d4039300e93ce5de,211489281
13,0x4c4b46abe88f996d1b3b4a8fa41876535675ef1e,55223657
13,0x66d45a4ea62d3f1335632c0c254004d05e9701f6,211489281
13,0x5c3d06c820177cb1201000c58359edf6a1e61099,211489281
13,0x8c824ada4e8c771f7a6245d963ef28c60c98096f,118011019
13,0x9b9ec109f4d01134696a9270ba382e69d383232e,129273519
13,0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,211489281
13,0xcda52838ef354ac7166bec9a7f631bcea34d1001,211489281
13,0x3f8f2acb85100f5f294f7605e5f26dabe652cf1d,74610411
13,0x690603a54222d3d58ed5e95b13e55dda1bc86452,211489281
13,0x76d44a33156971ec900f15345f17c53424248446,78559428
13,0xe47a14edd56510a77f8fc753cdf1353302d75211,211489281
13,0x0de7f3001a2e3874ab450910c1829a125a2be4f1,8738818
13,0x6458f999e595d3bda5692db9df011ccd4ab13a96,137680515
13,0xa73c4a33eece64e31ce81262edea93603a6dc51c,211489281
13,0xf121ccd68c8b8ea5579d1de2f1bf276a3d66b3a4,91373056
13,0xe3075a08b7f42c0fb55b8546eb7170a6435531f3,108570343
13,0x740320f15bf19a2ece2eb13576e69fd6700bb8d4,167106095
13,0x7b200c3e7fb825b17c3d7da1e7d29379036cfbed,211489281
13,0xcc52f72c0813e1ada3e4acacd57d7ffeca3620ec,3666994
13,0x52bbb73343be1548257b1ca3658c50a664929e75,211489281
13,0xddd99beca9f7daa4bda89117259c9d3584f31e0a,211489281
13,0x8d31c99849515539b94af09ff7e2d0d8d161f76f,60131727
13,0xf00bd78198847a758a32dd88a1bb938b4aa6ae7b,64076106
13,0x3024ed33d6be2cc4f5173e3f8384e17de279336f,211489281
13,0x1d8217cb1779a0cefe820d4087fbaa5d44a7c355,211489281
13,0x7b60440260b91a98f7b760c17795c5ff2dba094d,211489281
13,0x5db8eff3bd353f7f676f3444d4da359c97f554f5,211489281
13,0x389b8bd4fac72ff9aa5fd888a4b3283ac4c14b28,86840062
13,0xb1fe569478506aefec2bcc84321e8d2053fe3fbb,52872320
13,0x0ab4b2f1a5cf3d72206cc1415b8e88ef9c698423,211489281
13,0x36146341531e0570106f7a5ea3e0a5cda8f94b8d,59808364
13,0xa634d8b6fbe9a175a5be1b0e5d6798e47d45998a,211489281
13,0x0b83821bb8b9d19582af26122556be7408313140,34969372
13,0x6d3ed1d6af678f0e16b548531dbe507ebdf2ccc9,109449474
13,0x31c919723c29f5efe10cee0c28789f85946ac6b9,105967129
13,0x3288338837dc90afbb81a93e5a9c3c5688436e10,170727775
13,0x5b1053748e5ffb0930634a614657745cc445c41c,38206984
13,0x44b688ea4702d9d69180b88937d5f30928184117,197856137
14,0xa5205eccba8cbb04db80d81be66be1a0785fdb82,423012663
14,0x337b9a57187d7c80a7ba8f773512403a0edcc14b,423012663
14,0xa634d8b6fbe9a175a5be1b0e5d6798e47d45998a,423012663
14,0x29c2ea8ea8f113c11f6b2925ce215894e190809c,196116488
14,0x699aac4b3311ee327782a7c720f2a5b5c132daa5,423012663
14,0x1cc6c272b28e91e5cd6f9d2629b20bbd3279a84d,423012663
14,0xa73c4a33eece64e31ce81262edea93603a6dc51c,423012663
14,0x353747a38016643abaa79495d7089c0f6041e0de,395565161
14,0x092cda2230d41979999fdd210af1b73a7da46ce4,423012663
14,0xf0ea58b65c82c48ce69f0abd68d178e7764c4ba2,8547097
14,0xfca319f920b6757a247c78e39be29e41e3603e8b,423012663
14,0xac6a0bc078f2be4dacef5984de5664172dd846de,250445264
14,0xd598e2906913ac80ffde233772f56cf26ed90d55,423012663
14,0xd1453c1310846ec5ba080fcb1d3e128e9d124745,241530897
14,0xdb71a18336e01ac76fd93b15ed89a720cb8c0734,423012663
14,0x34dc8eebb875219b7f1971d3d4039300e93ce5de,423012663
14,0x8888888888e9997e64793849389a8faf5e8e547c,322046149
14,0xb79ee378170813fef1e123dbbe9555d131bdb72f,423012663
14,0xe356fe28b7b6b015a3b2bb4419dbdf2777d7420b,423012663
14,0x035c2e014257d40692fd3a65c74915096162432c,386561386
14,0x6cef300f232ed696bdec38b22d58acea691ce5b9,423012663
14,0x57ca2feabc7ac8096065e7244fc74e4abd089003,280290309
14,0x88370ae069b0fc8e0bca44305bf3a0d6ab56919f,423012663
14,0xe93a5f4ca51d7c157af00643c107d1d9af42b1cd,423012663
14,0x0267940d1897b150ac9601ef00d0e38a5fda3011,423012663
14,0x8e0fd6ab040360dd674dff0f0c24308b3b056499,253807598
14,0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,423012663
14,0x984c5d268b220784e87fbe8edbb5c6b9f7ba9fc4,421686331
14,0xf6c15b384b640e5ac718c2da1fc6d4cc6be063a0,423012663
14,0xd0f853b3c9c621c64b5b8c2067317b2afc008d03,296353736
14,0x7a9e2a02d8b060a0f614afec961feacb9dc24384,381670017
14,0x64b2fcf9194fde5de1a59d3b1685c56efdb401a9,423012663
14,0x62f9ba44e55ba6c2390f49ff296b61d4722dc6b4,423012663
14,0xfbcb47a10c5e5bebebe77f5ad0309929bbfdc439,423012663
14,0x196a37946c3d93e9a5309f539ae28b774a32411f,400976936
14,0x3024ed33d6be2cc4f5173e3f8384e17de279336f,419882370
14,0xc634f7bf06a10b28e3854d7b61b10adbe894a399,417059680
14,0x9501a7fa84e2af47d1d819e61bd74f19fd76184a,423012663
14,0xc6f1d794d9a07267d1adfbff69caabba4bb11f51,423012663
14,0x6cc86c6eef8ddd9818003120e7e7a46900ed9e32,396414449
14,0x9e83a125daa1638f2c618208c797cc1728580f99,416753654
14,0x48d716e6801cd09c7cd696e56c8b904fb7589f1d,383136138
14,0x2cff6fb5a463735d65c29d933ce7f1c45350cb33,405707991
14,0x62348764a99dd507395e476e3f05081c1dbcbfdb,373435803
14,0x7d0d0e6c6b57a116429ab14d08303e8f71b452f4,423012663
14,0x7b60440260b91a98f7b760c17795c5ff2dba094d,423012663
14,0x0eb8745407a211a718d6921691ceb99fb5ac9f48,423012663
14,0xcc52f72c0813e1ada3e4acacd57d7ffeca3620ec,23989775
14,0x93977a0417ac82e73d7f32067b07334d80931607,394694049
14,0xe47a14edd56510a77f8fc753cdf1353302d75211,338410131
14,0x14d316262d575e7074491a5e95e69c1fee3e65c2,423012663
14,0xd41ff14b10363d6ed67d2549968addb6e939bc43,305636766
14,0x1533e20c4a9acd54ba03f027f2ab7b28ceba7b97,423012663
14,0xde6b8d52b54ec08f56e02679149dfc240561d4f7,423012663
14,0x461e76a4fe9f27605d4097a646837c32f1ccc31c,423012663
14,0x78f64a5c3ea827c8a41fd76a2c59cac11ca17152,423012663
14,0xbbb7b32a5e384829fa67e200041d64e4dd8a6105,423012663
14,0xfcb7a036336ef64288966d7c59ea4461223f00c2,423012663
14,0x52bbb73343be1548257b1ca3658c50a664929e75,423012663
14,0x6c18d6deb8094ef05852d14eaf5de3da8c64a42e,347143158
14,0xa919538ceab5c64608945865835dbc10540feb1d,423012663
14,0xea392d5deee981ae21d829fbf83b90a908f8ced2,423012663
14,0x6ec04cbe2f8e192d8df0bcf94afb58a4094f7c91,423012663
14,0x8c824ada4e8c771f7a6245d963ef28c60c98096f,423012663
14,0xe8bb7407a2a675f2a5a40e39b09c872360f3e571,423012663
14,0x5ae36d7acd459302876b2d1c312d5c2b0507b794,423012663
14,0x681b683ccefcff1ec8ecae609b01ed5233d4a679,423012663
14,0x00f9d3006853d08d6a161bfac109a02493aae8d6,233875963
14,0x0c6896e7632949969dc980272726eee779a62572,423012663
14,0x3673cf19b6efb296e29d9b07666e9625ed63cfe1,390747444
14,0x827e71b1fec3a37114b7c62db6401d962247b876,42331733
14,0x2e771628e765c04a06252801177332d078a19a21,21865447
14,0xddd99beca9f7daa4bda89117259c9d3584f31e0a,423012663
14,0x7f950844fbce3e5c70ba16b012706605f353e0d0,423012663
14,0x13a677a1320929eb5b6de09abbfe8fa07a7574ba,50282419
14,0x357401e7b6cce28b01d3ecd900bdf5ef168aca19,423012663
15,0x2cb6162980c2c2249f850bd240e3c87fc33c5ce1,35936014
15,0x14d316262d575e7074491a5e95e69c1fee3e65c2,86125365
15,0x699aac4b3311ee327782a7c720f2a5b5c132daa5,3765729080
15,0x01ec202abb571e073c144691b848f947b017fd16,19824158
15,0xa634d8b6fbe9a175a5be1b0e5d6798e47d45998a,667976195
15,0x357401e7b6cce28b01d3ecd900bdf5ef168aca19,766085773
15,0x5ae36d7acd459302876b2d1c312d5c2b0507b794,859950694
15,0x7f950844fbce3e5c70ba16b012706605f353e0d0,104236447
15,0x681b683ccefcff1ec8ecae609b01ed5233d4a679,3257388994
15,0xb79ee378170813fef1e123dbbe9555d131bdb72f,341377003
15,0x93977a0417ac82e73d7f32067b07334d80931607,129496534
15,0x1533e20c4a9acd54ba03f027f2ab7b28ceba7b97,69096915
15,0xde6b8d52b54ec08f56e02679149dfc240561d4f7,586348041
15,0xfcb7a036336ef64288966d7c59ea4461223f00c2,928421695
15,0x0267940d1897b150ac9601ef00d0e38a5fda3011,244955652
15,0x461e76a4fe9f27605d4097a646837c32f1ccc31c,773858708
15,0x6cef300f232ed696bdec38b22d58acea691ce5b9,540935045
15,0x52bbb73343be1548257b1ca3658c50a664929e75,50343942
15,0xa73c4a33eece64e31ce81262edea93603a6dc51c,1508718345
15,0xe356fe28b7b6b015a3b2bb4419dbdf2777d7420b,5389828333
15,0xf6c15b384b640e5ac718c2da1fc6d4cc6be063a0,166778316
15,0x0ab4b2f1a5cf3d72206cc1415b8e88ef9c698423,113528637
15,0x6165fd87c1bc73a4c44b23934e9136fd92df5b01,1788122478
15,0xeda39af25b25f179bed410ecc6d33060952b7db3,200103841
15,0x88370ae069b0fc8e0bca44305bf3a0d6ab56919f,527175739
15,0x6ec04cbe2f8e192d8df0bcf94afb58a4094f7c91,78434777
15,0xe540c45c504b348ad4d6eb9344e6cfa07c959be6,5962899
15,0xe93a5f4ca51d7c157af00643c107d1d9af42b1cd,271323514
15,0x984c5d268b220784e87fbe8edbb5c6b9f7ba9fc4,106512237
15,0x8888888888e9997e64793849389a8faf5e8e547c,486578513
15,0x7d0d0e6c6b57a116429ab14d08303e8f71b452f4,513764368
15,0x1cc6c272b28e91e5cd6f9d2629b20bbd3279a84d,414105348
15,0xd2150bdad2e4f2281192efc368d4806b7b9f602c,277469174
15,0xc6f1d794d9a07267d1adfbff69caabba4bb11f51,1683732383
15,0x42b3d65094a75cb7daeff8d92737e8a31814c2e4,303163200
15,0x0c6896e7632949969dc980272726eee779a62572,685172230
15,0x9501a7fa84e2af47d1d819e61bd74f19fd76184a,130295559
